epci2020,semaine_glissante,clage_65,ti
200046977,2021-08-06-2021-08-12,65,123.7
200046977,2021-08-07-2021-08-13,0,336.1
200046977,2021-08-07-2021-08-13,65,124.7
200046977,2021-08-08-2021-08-14,0,337.4
200046977,2021-08-08-2021-08-14,65,123
200054781,2021-07-09-2021-07-15,0,87.2
200054781,2021-07-09-2021-07-15,65,22.6
200054781,2021-07-10-2021-07-16,0,99.7
200054781,2021-07-10-2021-07-16,65,24.3
200054781,2021-07-11-2021-07-17,0,110.3
200054781,2021-07-11-2021-07-17,65,26.5
200054781,2021-07-12-2021-07-18,0,114.1
200054781,2021-07-12-2021-07-18,65,27
200054781,2021-07-13-2021-07-19,0,133.1
200054781,2021-07-13-2021-07-19,65,30.4
200054781,2021-07-14-2021-07-20,0,149.6
200054781,2021-07-14-2021-07-20,65,33.1
200054781,2021-07-15-2021-07-21,0,178.8
200054781,2021-07-15-2021-07-21,65,38.3
200054781,2021-07-16-2021-07-22,0,186.1
200054781,2021-07-16-2021-07-22,65,37.9
200054781,2021-07-17-2021-07-23,0,197
200054781,2021-07-17-2021-07-23,65,39.1
200054781,2021-07-18-2021-07-24,0,203.6
200054781,2021-07-18-2021-07-24,65,41.3
200054781,2021-07-19-2021-07-25,0,205.6
200054781,2021-07-19-2021-07-25,65,42.8
200054781,2021-07-20-2021-07-26,0,213.2
200054781,2021-07-20-2021-07-26,65,46.7
200054781,2021-07-21-2021-07-27,0,212.7
200054781,2021-07-21-2021-07-27,65,50.4
200054781,2021-07-22-2021-07-28,0,210.2
200054781,2021-07-22-2021-07-28,65,52.8
200054781,2021-07-23-2021-07-29,0,209.4
200054781,2021-07-23-2021-07-29,65,57.9
200054781,2021-07-24-2021-07-30,0,206.7
200054781,2021-07-24-2021-07-30,65,61.5
200054781,2021-07-25-2021-07-31,0,204.9
200054781,2021-07-25-2021-07-31,65,62.4
200054781,2021-07-26-2021-08-01,0,203.4
200054781,2021-07-26-2021-08-01,65,62.2
200054781,2021-07-27-2021-08-02,0,202.6
200054781,2021-07-27-2021-08-02,65,66.6
200054781,2021-07-28-2021-08-03,0,203.4
200054781,2021-07-28-2021-08-03,65,70.6
200054781,2021-07-29-2021-08-04,0,202.9
200054781,2021-07-29-2021-08-04,65,75.1
200054781,2021-07-30-2021-08-05,0,202.6
200054781,2021-07-30-2021-08-05,65,78.6
200054781,2021-07-31-2021-08-06,0,202.4
200054781,2021-07-31-2021-08-06,65,79.1
200054781,2021-08-01-2021-08-07,0,201.1
200054781,2021-08-01-2021-08-07,65,78.7
200054781,2021-08-02-2021-08-08,0,201.9
200054781,2021-08-02-2021-08-08,65,79.9
200054781,2021-08-03-2021-08-09,0,201.5
200054781,2021-08-03-2021-08-09,65,80
200054781,2021-08-04-2021-08-10,0,202.2
200054781,2021-08-04-2021-08-10,65,81.7
200054781,2021-08-05-2021-08-11,0,200.1
200054781,2021-08-05-2021-08-11,65,80.7
200054781,2021-08-06-2021-08-12,0,202
200054781,2021-08-06-2021-08-12,65,80.6
200054781,2021-08-07-2021-08-13,0,201.4
200054781,2021-08-07-2021-08-13,65,82.2
200054781,2021-08-08-2021-08-14,0,202
200054781,2021-08-08-2021-08-14,65,82.1
200023414,2021-07-09-2021-07-15,0,49.4
200023414,2021-07-09-2021-07-15,65,11.5
200023414,2021-07-10-2021-07-16,0,60.4
200023414,2021-07-10-2021-07-16,65,17.8
200023414,2021-07-11-2021-07-17,0,68.8
200023414,2021-07-11-2021-07-17,65,24
200023414,2021-07-12-2021-07-18,0,69.5
200023414,2021-07-12-2021-07-18,65,24
200023414,2021-07-13-2021-07-19,0,79
200023414,2021-07-13-2021-07-19,65,24
200023414,2021-07-14-2021-07-20,0,83.9
200023414,2021-07-14-2021-07-20,65,24.4
200023414,2021-07-15-2021-07-21,0,105.5
200023414,2021-07-15-2021-07-21,65,26.8
200023414,2021-07-16-2021-07-22,0,103.5
200023414,2021-07-16-2021-07-22,65,25.8
200023414,2021-07-17-2021-07-23,0,106.2
200023414,2021-07-17-2021-07-23,65,21.6
200023414,2021-07-18-2021-07-24,0,103.4
200023414,2021-07-18-2021-07-24,65,18.6
200023414,2021-07-19-2021-07-25,0,104.2
200023414,2021-07-19-2021-07-25,65,18.6
200023414,2021-07-20-2021-07-26,0,112.3
200023414,2021-07-20-2021-07-26,65,20.6
200023414,2021-07-21-2021-07-27,0,117.7
200023414,2021-07-21-2021-07-27,65,25.5
200023414,2021-07-22-2021-07-28,0,113.5
200023414,2021-07-22-2021-07-28,65,28.6
200023414,2021-07-23-2021-07-29,0,117.7
200023414,2021-07-23-2021-07-29,65,29.6
200023414,2021-07-24-2021-07-30,0,120.2
200023414,2021-07-24-2021-07-30,65,34.9
200023414,2021-07-25-2021-07-31,0,121.4
200023414,2021-07-25-2021-07-31,65,33.8
200023414,2021-07-26-2021-08-01,0,121.7
200023414,2021-07-26-2021-08-01,65,34.2
200023414,2021-07-27-2021-08-02,0,123.3
200023414,2021-07-27-2021-08-02,65,39.4
200023414,2021-07-28-2021-08-03,0,123.6
200023414,2021-07-28-2021-08-03,65,37.3
200023414,2021-07-29-2021-08-04,0,127.4
200023414,2021-07-29-2021-08-04,65,34.9
200023414,2021-07-30-2021-08-05,0,135.4
200023414,2021-07-30-2021-08-05,65,36.9
200023414,2021-07-31-2021-08-06,0,138.3
200023414,2021-07-31-2021-08-06,65,34.9
200023414,2021-08-01-2021-08-07,0,145.7
200023414,2021-08-01-2021-08-07,65,35.9
200023414,2021-08-02-2021-08-08,0,145.9
200023414,2021-08-02-2021-08-08,65,36.6
200023414,2021-08-03-2021-08-09,0,155
200023414,2021-08-03-2021-08-09,65,41.8
200023414,2021-08-04-2021-08-10,0,167.9
200023414,2021-08-04-2021-08-10,65,44.3
200023414,2021-08-05-2021-08-11,0,172.1
200023414,2021-08-05-2021-08-11,65,47.8
200023414,2021-08-06-2021-08-12,0,171.2
200023414,2021-08-06-2021-08-12,65,48.9
200023414,2021-08-07-2021-08-13,0,174.2
200023414,2021-08-07-2021-08-13,65,53
200023414,2021-08-08-2021-08-14,0,177.2
200023414,2021-08-08-2021-08-14,65,57.2
248300543,2021-07-09-2021-07-15,0,85
248300543,2021-07-09-2021-07-15,65,25.6
248300543,2021-07-10-2021-07-16,0,100.6
248300543,2021-07-10-2021-07-16,65,30.2
248300543,2021-07-11-2021-07-17,0,112.9
248300543,2021-07-11-2021-07-17,65,35.5
248300543,2021-07-12-2021-07-18,0,115.1
248300543,2021-07-12-2021-07-18,65,36.3
248300543,2021-07-13-2021-07-19,0,137.8
248300543,2021-07-13-2021-07-19,65,34.9
248300543,2021-07-14-2021-07-20,0,167.6
248300543,2021-07-14-2021-07-20,65,37.5
248300543,2021-07-15-2021-07-21,0,219.5
248300543,2021-07-15-2021-07-21,65,44.8
248300543,2021-07-16-2021-07-22,0,249.3
248300543,2021-07-16-2021-07-22,65,43.1
248300543,2021-07-17-2021-07-23,0,282.8
248300543,2021-07-17-2021-07-23,65,41.4
248300543,2021-07-18-2021-07-24,0,315.5
248300543,2021-07-18-2021-07-24,65,41.4
248300543,2021-07-19-2021-07-25,0,322.9
248300543,2021-07-19-2021-07-25,65,43.4
248300543,2021-07-20-2021-07-26,0,383.3
248300543,2021-07-20-2021-07-26,65,68.1
248300543,2021-07-21-2021-07-27,0,409.1
248300543,2021-07-21-2021-07-27,65,70.7
248300543,2021-07-22-2021-07-28,0,435.2
248300543,2021-07-22-2021-07-28,65,75.1
248300543,2021-07-23-2021-07-29,0,460.9
248300543,2021-07-23-2021-07-29,65,98.1
248300543,2021-07-24-2021-07-30,0,479.6
248300543,2021-07-24-2021-07-30,65,101.4
248300543,2021-07-25-2021-07-31,0,484.2
248300543,2021-07-25-2021-07-31,65,107.8
248300543,2021-07-26-2021-08-01,0,481.1
248300543,2021-07-26-2021-08-01,65,106.6
248300543,2021-07-27-2021-08-02,0,498.1
248300543,2021-07-27-2021-08-02,65,109.4
248300543,2021-07-28-2021-08-03,0,508.5
248300543,2021-07-28-2021-08-03,65,116.2
248300543,2021-07-29-2021-08-04,0,507.7
248300543,2021-07-29-2021-08-04,65,125.1
248300543,2021-07-30-2021-08-05,0,515.5
248300543,2021-07-30-2021-08-05,65,121.1
248300543,2021-07-31-2021-08-06,0,514.5
248300543,2021-07-31-2021-08-06,65,133.5
248300543,2021-08-01-2021-08-07,0,518.2
248300543,2021-08-01-2021-08-07,65,133.4
248300543,2021-08-02-2021-08-08,0,524.9
248300543,2021-08-02-2021-08-08,65,137.8
248300543,2021-08-03-2021-08-09,0,519.8
248300543,2021-08-03-2021-08-09,65,137.9
248300543,2021-08-04-2021-08-10,0,520.4
248300543,2021-08-04-2021-08-10,65,149.2
248300543,2021-08-05-2021-08-11,0,517.9
248300543,2021-08-05-2021-08-11,65,153
248300543,2021-08-06-2021-08-12,0,510.5
248300543,2021-08-06-2021-08-12,65,160.2
248300543,2021-08-07-2021-08-13,0,516
248300543,2021-08-07-2021-08-13,65,165.9
248300543,2021-08-08-2021-08-14,0,509.4
248300543,2021-08-08-2021-08-14,65,172.8
